title, Lat, Lon
 GOUL, -34.7500, 149.7333
 DALG, -36.4645, 148.9341
 BOMB, -36.7333, 149.1167
 COOM, -36.3167, 149.0333
 CURR, -36.6500, 149.3500
 KYBE, -36.3519, 149.4236
 BOMB, -37.0343, 149.1547
 DALG, -36.6000, 148.9333
 MOUN, -36.6833, 149.2167
 COOM, -36.4238, 149.1106
 DALG, -36.7833, 148.8667
 PEAK, -36.0667, 149.3833
 CRAI, -37.1000, 149.0667
 ROCK, -36.3541, 149.1980
 NIMM, -36.5500, 149.0833
 ROCK, -37.0833, 149.4667
 STEE, -36.5667, 149.3833
 GINN, -35.1966, 149.0840
 MEDW, -34.7167, 150.0167
 RUGB, -34.3940, 148.9943
 GUDG, -35.7500, 148.9833
 GUNN, -34.3833, 148.8667
 WIND, -34.9597, 149.8549
 MULL, -35.3500, 149.6500
 MUGW, -35.0500, 149.2500
 KYBE, -36.3833, 149.4000
 HARD, -34.8667, 148.9833
 KIAL, -34.5500, 149.4667
 GURR, -34.6167, 149.4500
 GLEN, -36.2500, 149.2667
 DAND, -36.2500, 149.2500
 WIND, -35.0667, 149.8833
 BRIN, -35.4000, 148.7000
 BRIN, -35.4000, 148.8000
 BOX , -34.5000, 149.5000
 YASS, -35.0333, 148.8833
 TAEM, -35.0000, 148.8000
 UMAR, -36.0667, 149.2000
 VALE, -35.1000, 149.6000
 TALL, -35.5969, 149.5783
 WEE , -35.1166, 148.7668
 TELO, -35.5667, 149.1000
 SUTT, -35.1667, 149.3000
 NUMB, -36.6053, 148.8475
 BYWO, -35.1333, 149.3000
 URIA, -35.3500, 148.9333
 WHEE, -34.4667, 149.2833
 NUME, -36.0767, 149.5134
 SAMA, -34.8167, 149.6667
 GOOG, -35.4836, 149.2356
 QUEA, -35.3000, 149.2000
 GOOM, -35.9000, 149.0000
 WOOD, -34.3000, 149.5833
 BEVE, -34.5500, 149.0833
 ORRO, -35.6333, 148.9500
 HOLT, -36.6439, 149.2644
 CRAI, -37.1346, 149.0603
 BOOM, -37.0667, 149.2667
 GOUL, -34.8167, 149.7333
 GOUL, -34.7667, 149.7000
 FROG, -34.3000, 148.9333
 GURR, -34.6479, 149.3958
 PARK, -35.6311, 149.5000
 PARK, -35.6333, 149.5167
 NUME, -36.0833, 149.5167
 COOM, -36.2939, 148.9725
 BEVA, -34.5000, 149.0000
 BRAI, -35.8627, 149.6395
 BOOR, -34.4382, 148.7158
 COOG, -35.3833, 149.2333
 CULB, -35.5500, 149.2500
 SUNN, -35.5833, 149.3167
 REID, -34.1333, 149.0167
 CROO, -34.4582, 149.4599
 RIVE, -36.2000, 149.0333
 SUTT, -35.1667, 149.2667
 CANI, -36.3833, 149.2167
 QUIA, -34.9357, 149.7885
 WIND, -35.0167, 149.8667
 STRO, -35.3266, 149.0492
 SUTT, -35.2451, 149.2613
 SUTT, -35.2189, 149.2754
 BUNG, -35.2667, 149.3333
 GUND, -35.0667, 149.2667
 KOOR, -37.0500, 149.1667
 NIMM, -36.5902, 149.3824
 KIRK, -37.0833, 148.9667
 DELE, -36.8984, 148.7425
 GOUL, -34.7500, 149.7000
 HONE, -35.5833, 148.9833
 ARAN, -35.2572, 149.0742
 CHIF, -35.3500, 149.0833
 TORR, -35.3833, 149.0833
 FARR, -35.3833, 149.1000
 CANB, -35.3099, 149.1267
 CANB, -35.2776, 149.1095
 CURT, -35.3333, 149.0833
 GARR, -35.3302, 149.1092
 SCUL, -35.2322, 149.0375
 DEAK, -35.3239, 149.0906
 RED , -35.3333, 149.1333
 O'CO, -35.2614, 149.1083
 FYSH, -35.3267, 149.1500
 MITC, -35.2281, 149.1450
 MAWS, -35.3621, 149.0973
 CAMP, -35.2833, 149.1500
 COOM, -36.2167, 149.1333
 FISH, -35.3667, 149.0500
 URIA, -35.3000, 148.9167
 JERR, -35.6904, 149.5869
 WEST, -35.3306, 149.0600
 GOUL, -34.7495, 149.7034
 TAYL, -34.3736, 148.8221
 STOC, -35.5000, 148.8000
 GOUL, -34.9167, 149.7000
 SUTT, -35.1833, 149.2500
 YASS, -35.0156, 148.7948
 MARU, -34.6660, 149.9896
 COOM, -36.2118, 149.2653
 GOUL, -34.7500, 149.7000
 COLL, -34.9000, 149.4833
 COOM, -36.2222, 149.1323
 RIVE, -35.3500, 149.0333
 MACQ, -35.2500, 149.0667
 NERR, -35.1678, 149.9583
 MELB, -35.2115, 149.0506
 COOM, -36.2318, 149.1243
 DALG, -36.7600, 148.8483
 BOMB, -36.8833, 149.2500
 GUND, -35.8167, 149.5500
 CANB, -35.2667, 149.1167
 RUGB, -34.4000, 149.0500
 KIAL, -34.5333, 149.4500
 GOUL, -34.7667, 149.7000
 MOLO, -35.2667, 148.9500
 BURR, -35.5783, 149.2067
 TOMB, -36.8667, 148.9000
 TOMB, -36.8500, 148.9500
 COLL, -34.9398, 149.4269
 BIBB, -36.8500, 149.3000
 KAMB, -35.3894, 149.0400
 PINE, -35.4250, 149.0600
 BUNG, -35.2500, 149.4500
 BEVE, -34.5327, 149.1208
 DALT, -34.7153, 148.9925
 RYE , -34.5991, 148.9364
 BOMB, -36.9167, 149.2500
 NUME, -36.1827, 149.3467
 BOOR, -34.4500, 148.8000
 BOOR, -34.4500, 148.7167
 COOM, -36.3833, 148.9667
 GOUL, -34.7167, 149.6333
 JERA, -35.8333, 149.4333
 WANN, -35.4025, 149.0772
 GOUL, -34.7333, 149.8333
 BRUC, -35.2459, 149.1067
 TORR, -35.3757, 149.0870
 DELE, -36.9131, 149.0372
 TIDB, -35.4408, 148.9422
 HOLD, -35.3319, 149.0506
 NAMA, -35.6920, 149.0052
 TARA, -35.0667, 149.5833
 WANN, -35.3928, 149.0819
 GUNG, -35.2197, 149.1283
 BEND, -35.4424, 148.8296
 CORI, -35.5368, 148.8383
 RICH, -35.4325, 149.1200
 GOWR, -35.4000, 149.1167
 TOWR, -34.7303, 149.8258
 JERA, -35.7470, 149.3515
 CORI, -35.5155, 148.9216
 HALL, -35.1000, 149.0667
 CAPT, -35.6340, 149.4184
 WOLL, -34.3513, 150.0810
 CRAI, -37.1473, 149.1496
 GUND, -35.0277, 149.2640
 BOMB, -37.0015, 149.2336
 MOUN, -35.6361, 148.9392
 GOUL, -34.8085, 149.7311
 LANY, -35.4915, 149.0732
 THEO, -35.4500, 149.1167
 NARR, -34.3973, 149.0908
 NERR, -35.1138, 149.9625
 HILL, -35.2000, 149.9550
 HOLT, -36.5971, 149.2974
 DALG, -36.7252, 148.8548
 CANB, -35.3083, 149.1936
 TUGG, -35.4184, 149.0937
 NICH, -35.1837, 149.1122
 CAPT, -35.6614, 149.5122
 LOWE, -35.1913, 149.6598
 MANU, -35.3166, 149.1343
 MURR, -34.9832, 149.0142
 YASS, -35.0258, 148.7279
 SUTT, -35.1889, 149.2510
 GOOG, -35.4422, 149.1870
 BUMB, -35.8618, 149.1321
 MOUN, -35.5293, 148.7721
 GINN, -35.2063, 149.0113
 CANB, -35.3106, 149.1970
 COOM, -36.2248, 149.1499
 FYSH, -35.3358, 149.1753
 BUNG, -35.3307, 149.5212
 CHAT, -34.5677, 149.8218
 COOM, -36.2718, 148.9700
 CANB, -35.3192, 149.0002
 YASS, -34.8225, 148.9080
 O'CO, -35.2500, 149.1188
 RYE , -34.5431, 148.9181
 DALT, -34.7216, 149.1716
 GUNN, -34.3736, 148.8221
 ADAM, -35.9962, 148.7693
 BERR, -36.4000, 148.8000
 BULL, -35.3833, 148.8000
 CHAR, -36.4335, 148.3327
 CURR, -35.7333, 148.6833
 DALG, -36.5030, 148.8404
 INGE, -36.6500, 148.4833
 JIND, -36.4160, 148.6092
 JIND, -36.4000, 148.6000
 JIND, -36.4000, 148.6000
 KIAN, -35.8833, 148.5000
 NUMB, -36.6500, 148.8333
 MOUN, -36.3667, 148.4833
 OAK , -36.4000, 148.8000
 PAUP, -36.6235, 148.6684
 PEND, -36.4500, 148.4500
 SNOW, -36.6833, 148.9500
 SNOW, -36.8894, 148.4203
 THE , -36.2000, 148.6000
 SNOW, -36.5067, 148.8281
 JIND, -36.4000, 148.6000
 JIND, -36.4818, 148.5873
 BERR, -36.3676, 148.8274
 VENT, -36.5667, 148.6000
 MERA, -36.8500, 148.6667
 MOON, -36.5000, 148.6000
 BUCK, -36.1823, 148.7644
 BERR, -36.4000, 148.8000
 BERR, -36.4167, 148.8667
 SPEN, -36.4333, 148.3500
 CABR, -35.9333, 148.3833
 ISLA, -36.3333, 148.4833
 THRE, -36.4917, 148.2859
 JIND, -36.4167, 148.6000
 GUTH, -36.3517, 148.4125
 MOON, -36.4833, 148.5500
 INGE, -36.6333, 148.5000
 COOL, -36.4000, 148.7667
 BELO, -36.5608, 148.7053
 DARG, -36.7000, 148.9000
 ADAM, -35.7858, 148.8106
 THRE, -36.5031, 148.3038
 INGE, -36.6022, 148.4677
 BERR, -36.2743, 148.7182
 LAKE, -36.0667, 148.7167
 LAKE, -36.1000, 148.6167
 LAKE, -36.1000, 148.7333
 GUNG, -36.3000, 148.5333
 EUCU, -36.0833, 148.6000
 JIND, -36.3333, 148.5833
 SNOW, -36.3333, 148.4667
 THE , -35.7833, 148.6833
 SNOW, -36.2000, 148.5667
 FRID, -36.5000, 148.3167
 ISLA, -36.3167, 148.4833
 SMIG, -36.3833, 148.4333
 JOHN, -36.4333, 148.3500
 KIAN, -36.8833, 148.5000
 KING, -35.8667, 148.4833
 CURR, -35.7333, 148.7000
 TOLB, -36.0333, 148.5667
 JIND, -36.4333, 148.6167
 WAMB, -36.2000, 148.8833
 GUTH, -36.3833, 148.3667
 TANT, -35.8000, 148.6500
 EUCU, -36.1333, 148.6333
 EUCU, -36.1333, 148.6167
 THRE, -36.5000, 148.3000
 DALG, -36.4829, 148.7840
 JIND, -36.3461, 148.6728
 STRA, -36.0333, 148.9667
 JIND, -36.4722, 148.6232
 PERI, -36.4033, 148.4104
 BRIN, -35.3884, 148.7475
 ROSE, -35.9833, 148.8333
 PERI, -36.4069, 148.4055
 ADEL, -35.3085, 148.0641
 ALBU, -36.1000, 146.9000
 HOLB, -35.7667, 147.3500
 ARGA, -35.3083, 148.4117
 BATL, -35.5203, 148.1453
 BATL, -35.5000, 148.1000
 BIG , -35.3000, 147.4000
 BILL, -35.2667, 148.3833
 TARC, -35.3874, 147.5662
 BROO, -35.8000, 147.9333
 BURR, -35.8500, 148.0000
 BURR, -35.5500, 149.2167
 CARA, -35.6043, 147.7263
 CARA, -35.6500, 147.8022
 CARA, -35.6500, 147.7167
 COPA, -35.7000, 147.7000
 ELLE, -35.3500, 148.0000
 CARA, -35.5595, 147.7309
 GEEH, -36.3667, 148.1667
 HOLB, -35.6619, 147.5555
 GREE, -35.5167, 148.0500
 HAWK, -36.0333, 146.9000
 HOLB, -35.7225, 147.3178
 HUME, -36.1039, 147.0329
 HUMU, -35.5006, 147.7656
 JING, -35.9286, 147.7053
 JOUN, -35.6000, 148.4500
 KIAN, -35.9333, 148.4333
 BAGO, -35.5833, 148.1000
 KUNA, -35.5500, 148.1000
 LANK, -35.8167, 147.6667
 LAUR, -35.6000, 148.0833
 LOBS, -35.7667, 148.3500
 MARA, -35.9167, 148.0833
 MERA, -35.8333, 148.2667
 MURR, -35.5000, 147.6167
 MURR, -35.5000, 147.6000
 HOLB, -35.7524, 147.4678
 OURN, -35.9264, 147.8275
 BAGO, -35.6167, 148.1500
 WAGG, -35.2288, 147.3317
 TABL, -35.9667, 147.0000
 TARC, -35.2765, 147.7362
 TUMB, -35.7780, 148.0122
 TUMU, -35.2974, 148.2135
 TUMU, -35.3000, 148.2000
 TUMU, -35.3333, 148.2667
 TUMU, -35.9667, 148.4167
 SPRI, -35.5000, 148.1667
 WOOM, -35.8557, 147.2852
 WYMA, -36.0355, 147.2707
 YELL, -35.5000, 148.3000
 RED , -35.1667, 148.3667
 WOLS, -35.7542, 147.8445
 WYBA, -35.8000, 147.9333
 GLEN, -35.7500, 148.0000
 BLOW, -35.3946, 148.2469
 ALBU, -36.1000, 146.9000
 NOON, -35.6364, 147.5382
 ALBU, -36.0667, 146.9333
 KHAN, -36.2254, 148.1431
 TUMU, -35.5667, 148.3167
 TOOM, -35.9667, 148.1667
 TUMU, -35.4167, 148.3667
 HILL, -35.6667, 147.9500
 JING, -35.9000, 147.6000
 JUMP, -35.3667, 148.5333
 KYAM, -35.6000, 147.7000
 SPRI, -35.7000, 147.3000
 TARC, -35.3000, 147.7000
 YAMB, -35.8500, 147.1000
 TARC, -35.3167, 147.7500
 TOOM, -35.8167, 147.8333
 WALT, -35.8500, 148.0000
 TUMB, -35.8000, 148.0000
 TUMU, -35.2000, 148.3000
 HOLB, -35.8000, 147.5333
 LANK, -35.7500, 147.6906
 GARR, -35.6767, 147.5178
 TUMB, -35.8500, 148.1500
 TUMB, -35.7226, 147.9291
 HOLB, -35.6617, 147.3776
 BATL, -35.5528, 147.9827
 ADEL, -35.4402, 147.9280
 TALM, -35.9167, 147.4500
 HOLB, -35.5667, 147.4167
 COOK, -35.5766, 147.2533
 TUMO, -35.2000, 148.4833
 KAPO, -35.1500, 147.2833
 TOOM, -35.9654, 148.0578
 LAUR, -35.6500, 148.0667
 CABR, -35.9383, 148.3842
 KING, -35.9333, 148.4333
 CUMB, -36.0167, 147.1500
 WILL, -35.5667, 148.0667
 THUR, -36.0500, 146.9833
 TALM, -35.9500, 147.5167
 ALBU, -36.0817, 146.9550
 LACM, -35.3448, 148.3837
 TOOM, -35.9111, 148.2167
 TOOM, -35.9000, 148.1167
 HOLB, -35.7112, 147.4859
 HUMU, -35.4833, 147.7667
 TUMB, -35.8445, 148.2106
 COWR, -35.9167, 148.2500
 CUMB, -35.6167, 148.3000
 CABR, -35.9333, 148.4000
 DRY , -35.9333, 148.4000
 BOUR, -36.2667, 148.2667
 CLOV, -36.0833, 148.2167
 BALD, -36.0500, 148.5167
 BALD, -36.0500, 148.5500
 VALE, -36.2333, 148.3667
 RULE, -35.7333, 148.5333
 ERRO, -36.2833, 148.2500
 GEEH, -36.3000, 148.3333
 JAGU, -36.1333, 148.3833
 RAWS, -36.4333, 148.2833
 OLSE, -36.3667, 148.2500
 HELL, -36.1000, 148.2667
 GEEH, -36.3000, 148.3167
 KHAN, -36.2167, 148.1667
 JOUN, -35.5667, 148.3167
 KHAN, -36.2333, 148.1333
 TOOL, -36.0667, 148.2667
 TOM , -36.5333, 148.1333
 TUMU, -35.9667, 148.3667
 TUMU, -35.9333, 148.3667
 SECT, -35.8833, 148.3667
 RAVI, -35.8000, 148.4000
 HAPP, -35.9500, 148.3667
 TALB, -35.5827, 148.2935
 BELL, -36.3333, 148.2833
 MURR, -36.2500, 148.2000
 PATO, -35.9000, 148.2000
 GEEH, -36.3000, 148.3167
 JUNC, -36.0000, 148.4667
 GEEH, -36.4167, 148.1833
 LADY, -35.2102, 147.5188
 INDI, -36.3000, 148.1333
 TOOM, -36.0500, 148.2833
 YARR, -35.7250, 148.4916
 HOLB, -35.7200, 147.3103
 KHAN, -36.2167, 148.1333
 TABL, -35.8897, 147.0848
 ODDY, -35.3967, 148.2500
 ALBU, -36.0694, 146.9531
 TOOM, -36.0000, 147.8333
 TARC, -35.3167, 147.7500
 TUMU, -35.2500, 148.3000
 WAGG, -35.1583, 147.4575
 WAGG, -35.1333, 147.3667
 ARGA, -35.3170, 148.4330
 BLOW, -35.4167, 148.2500
 MOUN, -35.2153, 148.0306
 BORA, -35.2000, 147.6833
 MURR, -35.9333, 147.7167
 BRIN, -35.4667, 148.7167
 HOLB, -35.6833, 147.3167
 ADEL, -35.3205, 147.9419
 ALBU, -36.0690, 146.9509
 CABR, -35.9371, 148.3779
 KHAN, -36.2304, 148.1405
 TOOM, -35.8990, 148.1820
 ARGA, -35.3214, 148.4642
 TARC, -35.3219, 147.6450
 MANG, -35.3860, 147.3137
 TALM, -35.9532, 147.5075
 ALBU, -35.9757, 147.0371
 TUMB, -35.7108, 148.0026
 KHAN, -36.2592, 148.0457
 WOOM, -35.8334, 147.2481
 WAGG, -35.1583, 147.4575
 BARM, -34.1442, 147.3860
 BENA, -34.8500, 148.4000
 BEND, -34.2000, 148.4000
 BERT, -34.5000, 148.1000
 BEHT, -34.7667, 147.8667
 BINA, -34.6704, 148.6338
 COOL, -34.8667, 148.3500
 BURR, -34.9997, 148.5984
 CARA, -33.8442, 147.7408
 COOT, -34.6411, 148.0236
 DALE, -35.0000, 147.5000
 DUNO, -34.5000, 148.1000
 HARD, -34.7534, 148.3229
 GALO, -34.6000, 148.5500
 GREN, -33.8934, 148.1523
 GUND, -35.0667, 148.1000
 HARD, -34.5607, 148.3653
 GREE, -34.0824, 148.3650
 ILLA, -34.8154, 147.7378
 JUNE, -34.8456, 147.5714
 KENY, -34.1833, 148.8000
 KOOR, -34.0396, 148.5547
 COOT, -34.6479, 148.1606
 KANG, -34.6057, 148.7869
 MARS, -33.7667, 147.5333
 OLD , -34.7910, 147.5592
 MOOR, -34.1000, 148.2000
 JUGI, -34.7902, 148.2632
 MURR, -34.3000, 148.5167
 MURR, -34.5500, 148.3510
 NARR, -34.3000, 148.6000
 JUNE, -34.6500, 147.6000
 QUAN, -34.0112, 147.7937
 BETH, -34.6437, 147.7043
 BRUN, -35.2000, 148.3000
 YOUN, -34.3645, 148.0785
 STOC, -34.4998, 147.8812
 TEMO, -34.4440, 147.5330
 TEMO, -34.4061, 147.5248
 THE , -35.0167, 148.2500
 TUBB, -34.2667, 147.9333
 WOMB, -34.4064, 148.1795
 WALL, -34.5000, 148.1000
 WALL, -34.4918, 148.1267
 WANT, -35.0581, 147.7530
 WANT, -34.9000, 147.6667
 WANT, -34.9000, 147.6000
 WARR, -34.0000, 148.5000
 WATT, -34.1000, 148.0000
 WEE , -35.2000, 148.6000
 BOWN, -34.7614, 148.8252
 MURR, -34.2054, 148.5533
 WOMB, -34.4167, 148.2333
 WOOD, -34.6000, 148.0000
 WYAL, -33.9262, 147.2418
 MUND, -35.0996, 147.7767
 YOUN, -34.3167, 148.2967
 TUMB, -35.1004, 147.9830
 MORA, -34.2000, 147.1000
 BACK, -33.8500, 147.5000
 BAND, -34.4167, 148.1667
 BIMB, -34.0667, 147.9167
 BLAN, -33.9667, 147.8000
 BONG, -34.8000, 148.1333
 BONG, -35.0167, 148.0667
 BOWN, -34.8000, 148.8000
 BOWN, -34.8000, 148.8000
 BURL, -34.3000, 147.6000
 BURN, -34.9000, 147.6000
 COOY, -34.1500, 148.5333
 CUCU, -34.1000, 148.1000
 DEVL, -34.4833, 147.5833
 DUDA, -34.6167, 147.7500
 EULO, -34.7500, 147.8667
 EUNO, -35.0667, 147.5000
 FAIR, -33.8500, 147.4333
 FERN, -35.1000, 148.4000
 GARA, -34.7333, 148.2500
 GERE, -34.8000, 147.7000
 GOBA, -35.0000, 148.2000
 JUGI, -34.8333, 148.3833
 JUNE, -34.8000, 147.5000
 KIAR, -34.9667, 147.8667
 KIKI, -34.2833, 148.1333
 KOKK, -34.2000, 148.0000
 COOT, -34.6333, 148.0500
 GERA, -34.8000, 148.2333
 LINT, -34.4167, 147.7333
 MAND, -34.1000, 147.3000
 NARR, -34.3667, 147.7833
 NARR, -34.3833, 147.8167
 OAKH, -33.9000, 147.5000
 STOC, -34.5333, 147.9000
 TRUN, -34.1500, 147.5000
 VINE, -34.1167, 148.8167
 WIDG, -34.8667, 148.3833
 WOMB, -34.4167, 148.2667
 COWR, -34.0167, 148.8136
 YOUN, -34.3000, 148.3000
 JUNE, -34.6218, 147.6199
 BUMB, -33.9119, 148.4383
 MELY, -33.8833, 148.2333
 NANA, -34.9500, 148.6000
 BETH, -34.8000, 147.9000
 BRUN, -35.1500, 148.2333
 ROTH, -34.4000, 148.5000
 FERN, -35.0000, 148.4000
 BURR, -35.0000, 148.6000
 GUND, -35.0667, 148.1000
 MURR, -34.4250, 148.5408
 GREN, -33.9462, 148.0775
 BELL, -34.1833, 147.2000
 WANT, -35.0583, 147.7250
 TUBB, -34.1985, 148.0047
 SEBA, -34.6608, 147.5333
 BRUN, -35.1640, 148.2288
 JUNE, -34.7095, 147.5530
 JUGI, -34.8667, 148.3333
 COOT, -34.6333, 148.0500
 GILG, -34.7333, 147.9667
 DIRN, -34.6333, 147.6833
 BRUN, -34.0000, 148.3333
 TILB, -34.8167, 147.7500
 MYLO, -34.7333, 148.6500
 EURO, -34.9308, 147.7670
 GUND, -35.0667, 148.1000
 KOOR, -34.0667, 148.6500
 WAGG, -35.0517, 147.3493
 GUND, -35.0778, 148.1039
 GODF, -34.1567, 148.6857
 KOOR, -34.1167, 148.5500
 MURR, -35.0033, 148.5950
 GUND, -35.0750, 148.1067
 KOOR, -34.0333, 148.5500
 MOGO, -33.9000, 148.3000
 MCMA, -34.7103, 148.4283
 WOOL, -34.8918, 148.7120
 MUTT, -34.8028, 148.1165
 YOUN, -34.2493, 148.2475
 YOUN, -34.3192, 148.3391
 WANT, -35.0569, 147.7228
 GUND, -35.0640, 148.0986
 COOT, -34.6299, 148.0365
 TEMO, -34.2900, 147.6802
 GREN, -33.8981, 148.1750
 QUAN, -33.9760, 147.6219
 BOOK, -34.8157, 148.6416
 ADJU, -35.0875, 148.3967
 WEE , -35.1389, 148.6813
 WYAL, -33.7399, 147.5167
 STOC, -34.5307, 147.8442
 TEMO, -34.4277, 147.5117
 ARDL, -34.3570, 146.9035
 ARGO, -34.9000, 145.9000
 ARIA, -34.3479, 147.2208
 NARR, -34.8000, 146.6667
 BALL, -35.8462, 146.5194
 BARE, -34.2849, 146.5714
 BECK, -34.3251, 146.9570
 LEET, -34.4803, 146.5518
 GRON, -34.8625, 146.8184
 BERR, -35.6576, 145.8124
 YANC, -34.6333, 146.3000
 MATO, -34.8333, 146.8667
 BOOM, -36.0000, 145.8000
 BOOR, -35.4667, 145.0167
 BORE, -35.1084, 146.6096
 BRAE, -35.9000, 146.9000
 NARR, -34.9667, 146.7000
 TOOT, -35.2890, 146.9742
 BUCK, -34.9500, 146.5000
 BUDD, -34.0000, 147.0000
 WEST, -33.9387, 147.0821
 THE , -35.1555, 146.9356
 CURR, -34.9500, 146.9333
 FINL, -35.6613, 145.5610
 BUNG, -36.0500, 146.8000
 BURR, -35.8531, 146.7764
 URAN, -35.3526, 146.3100
 BYGO, -34.3000, 146.9000
 NOON, -35.5667, 147.4500
 URAN, -35.3000, 146.0500
 COLL, -35.1000, 147.1000
 COLL, -35.0000, 146.6500
 ROWA, -35.2075, 147.3292
 COOL, -34.8159, 147.1996
 CORO, -35.9887, 146.3574
 COWA, -34.6000, 147.0000
 CURR, -34.9000, 146.5000
 YANC, -34.6222, 146.4327
 DAYS, -35.6447, 146.3018
 DENI, -35.3667, 145.0500
 JERI, -34.8817, 145.7595
 GANM, -34.8000, 147.0000
 FINL, -35.6408, 145.5761
 GALA, -34.9000, 145.9000
 GANM, -34.7932, 147.0398
 GILL, -34.8000, 146.5000
 GOGE, -34.6000, 146.2000
 GOOL, -34.9500, 145.5167
 GOON, -34.7000, 146.5000
 GRAN, -35.7667, 146.3667
 GRON, -34.7380, 146.7825
 GULP, -35.7000, 145.0000
 CONA, -35.3500, 145.3500
 HENT, -35.5168, 147.0344
 HOWL, -35.9787, 146.6274
 JERI, -35.3475, 145.7257
 JIND, -35.9544, 146.8891
 JIND, -36.0000, 146.9000
 KILD, -34.1167, 147.0000
 KILD, -35.8500, 145.8333
 KILN, -35.8000, 145.9000
 LAKE, -34.6000, 146.6500
 LEET, -34.5670, 146.4114
 LEET, -34.5500, 146.4000
 LOCK, -35.2217, 146.7236
 MAHO, -35.5500, 146.5000
 MAYR, -35.4667, 145.4000
 THRY, -35.8167, 144.7167
 MARR, -34.8286, 147.3564
 MATH, -35.8119, 144.9010
 MATH, -35.8000, 144.9000
 MATO, -34.7690, 146.9219
 MATO, -34.8000, 146.9000
 BINY, -34.3000, 146.3500
 MITT, -35.3333, 146.9500
 MOAM, -36.1000, 144.7000
 MOIR, -35.9333, 144.9167
 MOIR, -36.0167, 144.9000
 MOOR, -35.1000, 147.3000
 MORO, -35.8000, 145.1000
 MULW, -36.0000, 146.0000
 MULW, -35.9879, 146.0062
 NARR, -34.7500, 146.5500
 NARR, -34.7500, 146.5667
 NARU, -35.0000, 147.3500
 NEST, -34.1500, 146.8000
 DENI, -35.5167, 145.0500
 URAN, -35.3342, 146.0342
 OAKL, -35.5583, 146.1655
 POMI, -35.1000, 147.2000
 PRIC, -34.8000, 146.1000
 PRIM, -34.4500, 147.1833
 PULL, -35.4000, 147.4000
 FINL, -35.5667, 145.5333
 BARE, -34.2208, 146.4586
 RENN, -35.8215, 146.2243
 CORO, -35.8667, 146.1833
 ROCK, -34.8000, 147.5000
 ROUN, -35.6000, 147.0000
 SAND, -34.9167, 146.6500
 HOPE, -35.9047, 146.4450
 STON, -34.5000, 146.1333
 TALL, -33.9945, 146.8823
 MULW, -36.0000, 146.0931
 THE , -35.2683, 147.1142
 MILL, -35.8000, 145.1000
 TOCU, -35.8170, 145.6004
 TUBB, -34.6000, 146.1000
 DARL, -34.6313, 146.0941
 DARL, -34.7500, 146.1667
 URAN, -35.3305, 146.2652
 UROL, -34.8000, 146.4000
 CORE, -35.7244, 146.2578
 TOCU, -35.7780, 145.4912
 WAGG, -35.1311, 147.3091
 WALB, -35.6852, 146.7273
 WALL, -35.5000, 146.8000
 WALL, -35.7675, 146.9001
 WHIT, -34.5139, 146.1848
 WOOD, -35.5000, 145.3000
 WOOD, -34.9000, 146.1333
 WUNN, -35.4000, 145.7000
 YAMM, -34.9000, 146.1000
 YANC, -34.6125, 146.4222
 JERI, -35.1667, 145.7667
 YARR, -35.3000, 146.7000
 YERO, -35.3850, 147.0558
 WAGG, -35.1071, 147.3636
 DENI, -35.5283, 144.9651
 MATH, -35.7228, 144.7865
 WARI, -34.7667, 146.3500
 RAND, -35.5929, 146.5781
 LEET, -34.6389, 146.2627
 YANC, -34.6000, 146.4000
 JIND, -36.0000, 146.9000
 BARO, -35.8833, 145.8000
 BELL, -35.2500, 146.5000
 ARAJ, -35.1167, 147.0167
 ARUN, -35.9000, 146.6000
 COLI, -34.5000, 146.6000
 BROO, -35.2500, 146.7500
 BUDD, -34.0000, 147.0000
 BULG, -35.3000, 146.3000
 BULL, -35.8000, 146.1000
 NARR, -34.8667, 146.7833
 BILL, -34.5833, 146.8167
 COLL, -36.0500, 146.3000
 COLO, -35.2000, 146.0000
 NARR, -34.7050, 146.5140
 CORN, -35.7000, 145.2000
 CUDD, -34.9333, 146.4167
 FLAX, -35.7833, 146.5500
 GERA, -35.7500, 145.7833
 GORE, -35.0500, 146.3333
 HANG, -35.3000, 147.2000
 HILL, -34.6000, 147.3000
 KILN, -35.7833, 145.8333
 KINL, -35.5167, 144.6333
 KOOB, -34.1167, 146.1333
 LANS, -35.1000, 147.1000
 MARI, -35.1000, 146.6000
 MERR, -33.8167, 146.7167
 MORU, -34.9349, 146.3031
 THYR, -35.8000, 144.7000
 MUMB, -34.4167, 146.7000
 MUND, -35.5000, 147.0000
 MUND, -35.6167, 145.0667
 NARI, -33.9667, 146.7167
 PINE, -35.5000, 145.4000
 PINE, -34.6500, 147.1667
 PRAI, -35.6000, 145.6000
 QUAN, -34.3667, 147.1333
 REDB, -34.8000, 146.8500
 ROCK, -34.8000, 147.1000
 SAND, -35.0833, 146.2167
 SAND, -35.3000, 147.3000
 SPRI, -35.5000, 145.6000
 THE , -35.9000, 146.7000
 CALW, -35.6833, 144.3500
 TOOT, -35.2567, 146.9833
 TULL, -35.5000, 145.3000
 URAN, -35.2000, 146.4500
 WAMB, -35.9000, 144.6000
 WANN, -35.5000, 145.7500
 WARB, -35.5000, 144.8000
 YALG, -34.2500, 146.8833
 YARR, -34.8833, 146.3333
 PINE, -34.5333, 147.0833
 CULC, -35.6724, 147.0361
 MAND, -34.1000, 147.3000
